354.1976018,0.230524009,72.41724624,0.105359633,96.4494042
352.7405111,0.239848575,71.49458066,0.107232516,96.03957067
364.7445772,0.231799163,72.5052285,0.105837816,95.30564017
350.888653,0.239848575,71.05556625,0.106953576,96.31879395
360.2815558,0.231081889,73.08759117,0.106674636,94.94634569
369.3973685,0.229448097,73.68388857,0.105399482,95.49455481
359.508636,0.230962343,72.89231807,0.107192668,95.28551924
336.5620105,0.239928273,70.26716878,0.107272365,95.97093006
353.523343,0.229448097,71.71615091,0.107152819,95.1634743
373.522912,0.227575214,73.73832556,0.105359633,95.39645387
,,,,
,,,,95.6370687
,,,,0.517594549
